"","Year","App.","Taxon","Class","Importer","Exporter","Term","Unit","Purpose","Source","Exportation.type","Exportation.number"
"383",2020,"II","Nepenthes ampullaria","Not applied","HK","LK","live","Not applied","T","A","Exported",200
"384",2020,"II","Nepenthes ampullaria","Not applied","JP","LK","live","Not applied","T","A","Exported",380
"385",2020,"II","Nepenthes ampullaria","Not applied","KR","LK","live","Not applied","T","A","Exported",70
"386",2020,"II","Nepenthes ampullaria","Not applied","MY","LK","live","Not applied","T","A","Exported",70
"387",2020,"II","Nepenthes ampullaria","Not applied","SG","LK","live","Not applied","T","A","Exported",170
"388",2020,"II","Nepenthes ampullaria","Not applied","US","LK","live","Not applied","T","A","Exported",810
"389",2020,"II","Nepenthes aristolochioides","Not applied","GB","LK","live","Not applied","T","A","Exported",1000
"390",2020,"II","Nepenthes bellii","Not applied","CA","LK","live","Not applied","T","A","Exported",140
"391",2020,"II","Nepenthes bellii","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"392",2020,"II","Nepenthes bellii","Not applied","HK","LK","live","Not applied","T","A","Exported",570
"393",2020,"II","Nepenthes bellii","Not applied","JP","LK","live","Not applied","T","A","Exported",170
"394",2020,"II","Nepenthes bellii","Not applied","KR","LK","live","Not applied","T","A","Exported",50
"395",2020,"II","Nepenthes bellii","Not applied","SG","LK","live","Not applied","T","A","Exported",70
"396",2020,"II","Nepenthes bellii","Not applied","TH","LK","live","Not applied","T","A","Exported",70
"397",2020,"II","Nepenthes bellii","Not applied","US","LK","live","Not applied","T","A","Exported",430
"398",2020,"II","Nepenthes bicalcarata","Not applied","CA","LK","live","Not applied","T","A","Exported",170
"399",2020,"II","Nepenthes bicalcarata","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"400",2020,"II","Nepenthes bicalcarata","Not applied","JP","LK","live","Not applied","T","A","Exported",210
"401",2020,"II","Nepenthes bicalcarata","Not applied","KR","LK","live","Not applied","T","A","Exported",70
"402",2020,"II","Nepenthes bicalcarata","Not applied","MY","LK","live","Not applied","T","A","Exported",70
"403",2020,"II","Nepenthes bicalcarata","Not applied","SG","LK","live","Not applied","T","A","Exported",50
"404",2020,"II","Nepenthes bicalcarata","Not applied","US","LK","live","Not applied","T","A","Exported",870
"405",2020,"II","Nepenthes bongso","Not applied","GB","LK","live","Not applied","T","A","Exported",1000
"406",2020,"II","Nepenthes bongso","Not applied","HK","LK","live","Not applied","T","A","Exported",70
"407",2020,"II","Nepenthes bongso","Not applied","KR","LK","live","Not applied","T","A","Exported",50
"408",2020,"II","Nepenthes bongso","Not applied","SG","LK","live","Not applied","T","A","Exported",50
"409",2020,"II","Nepenthes bongso","Not applied","US","LK","live","Not applied","T","A","Exported",200
"410",2020,"II","Nepenthes boschiana","Not applied","GB","LK","live","Not applied","T","A","Exported",1000
"411",2020,"II","Nepenthes boschiana","Not applied","TH","LK","live","Not applied","T","A","Exported",50
"412",2020,"II","Nepenthes boschiana","Not applied","US","LK","live","Not applied","T","A","Exported",170
"413",2020,"II","Nepenthes burbidgeae","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"414",2020,"II","Nepenthes burbidgeae","Not applied","HK","LK","live","Not applied","T","A","Exported",50
"415",2020,"II","Nepenthes burbidgeae","Not applied","JP","LK","live","Not applied","T","A","Exported",170
"416",2020,"II","Nepenthes burbidgeae","Not applied","US","LK","live","Not applied","T","A","Exported",170
"417",2020,"II","Nepenthes burkei","Not applied","CA","LK","live","Not applied","T","A","Exported",170
"418",2020,"II","Nepenthes burkei","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"419",2020,"II","Nepenthes burkei","Not applied","HK","LK","live","Not applied","T","A","Exported",320
"420",2020,"II","Nepenthes burkei","Not applied","JP","LK","live","Not applied","T","A","Exported",170
"421",2020,"II","Nepenthes burkei","Not applied","SG","LK","live","Not applied","T","A","Exported",50
"422",2020,"II","Nepenthes burkei","Not applied","US","LK","live","Not applied","T","A","Exported",380
"423",2020,"II","Nepenthes campanulata","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"424",2020,"II","Nepenthes campanulata","Not applied","HK","LK","live","Not applied","T","A","Exported",240
"425",2020,"II","Nepenthes campanulata","Not applied","TH","LK","live","Not applied","T","A","Exported",50
"426",2020,"II","Nepenthes campanulata","Not applied","US","LK","live","Not applied","T","A","Exported",530
"427",2020,"II","Nepenthes chang","Not applied","HK","LK","live","Not applied","T","A","Exported",50
"428",2020,"II","Nepenthes cincta","Not applied","GB","LK","live","Not applied","T","A","Exported",1000
"429",2020,"II","Nepenthes copelandii","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"430",2020,"II","Nepenthes copelandii","Not applied","HK","LK","live","Not applied","T","A","Exported",70
"431",2020,"II","Nepenthes copelandii","Not applied","SG","LK","live","Not applied","T","A","Exported",50
"432",2020,"II","Nepenthes copelandii","Not applied","US","LK","live","Not applied","T","A","Exported",120
"433",2020,"II","Nepenthes densiflora","Not applied","CA","LK","live","Not applied","T","A","Exported",120
"434",2020,"II","Nepenthes densiflora","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"435",2020,"II","Nepenthes densiflora","Not applied","HK","LK","live","Not applied","T","A","Exported",220
"436",2020,"II","Nepenthes densiflora","Not applied","JP","LK","live","Not applied","T","A","Exported",50
"437",2020,"II","Nepenthes densiflora","Not applied","SG","LK","live","Not applied","T","A","Exported",50
"438",2020,"II","Nepenthes densiflora","Not applied","TH","LK","live","Not applied","T","A","Exported",50
"439",2020,"II","Nepenthes densiflora","Not applied","US","LK","live","Not applied","T","A","Exported",310
"440",2020,"II","Nepenthes diatas","Not applied","CA","LK","live","Not applied","T","A","Exported",50
"441",2020,"II","Nepenthes diatas","Not applied","GB","LK","live","Not applied","T","A","Exported",3000
"442",2020,"II","Nepenthes diatas","Not applied","HK","LK","live","Not applied","T","A","Exported",620
"443",2020,"II","Nepenthes diatas","Not applied","JP","LK","live","Not applied","T","A","Exported",50
"444",2020,"II","Nepenthes diatas","Not applied","TH","LK","live","Not applied","T","A","Exported",50
"445",2020,"II","Nepenthes diatas","Not applied","US","LK","live","Not applied","T","A","Exported",360
"446",2020,"II","Nepenthes dubia","Not applied","GB","LK","live","Not applied","T","A","Exported",1000
"447",2020,"II","Nepenthes eymae","Not applied","CA","LK","live","Not applied","T","A","Exported",170
"448",2020,"II","Nepenthes eymae","Not applied","GB","LK","live","Not applied","T","A","Exported",4000
"449",2020,"II","Nepenthes eymae","Not applied","HK","LK","live","Not applied","T","A","Exported",730
"450",2020,"II","Nepenthes eymae","Not applied","JP","LK","live","Not applied","T","A","Exported",300
"451",2020,"II","Nepenthes eymae","Not applied","KR","LK","live","Not applied","T","A","Exported",50
"452",2020,"II","Nepenthes eymae","Not applied","TH","LK","live","Not applied","T","A","Exported",70
"453",2020,"II","Nepenthes eymae","Not applied","TW","LK","live","Not applied","T","A","Exported",50
"454",2020,"II","Nepenthes eymae","Not applied","US","LK","live","Not applied","T","A","Exported",550
"455",2020,"II","Nepenthes flava","Not applied","CA","LK","live","Not applied","T","A","Exported",100
"456",2020,"II","Nepenthes flava","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"457",2020,"II","Nepenthes flava","Not applied","HK","LK","live","Not applied","T","A","Exported",390
"458",2020,"II","Nepenthes flava","Not applied","JP","LK","live","Not applied","T","A","Exported",410
"459",2020,"II","Nepenthes flava","Not applied","SG","LK","live","Not applied","T","A","Exported",50
"460",2020,"II","Nepenthes flava","Not applied","TH","LK","live","Not applied","T","A","Exported",50
"461",2020,"II","Nepenthes flava","Not applied","US","LK","live","Not applied","T","A","Exported",320
"462",2020,"II","Nepenthes fusca","Not applied","CA","LK","live","Not applied","T","A","Exported",260
"463",2020,"II","Nepenthes fusca","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"464",2020,"II","Nepenthes fusca","Not applied","HK","LK","live","Not applied","T","A","Exported",700
"465",2020,"II","Nepenthes fusca","Not applied","JP","LK","live","Not applied","T","A","Exported",170
"466",2020,"II","Nepenthes fusca","Not applied","KR","LK","live","Not applied","T","A","Exported",70
"467",2020,"II","Nepenthes fusca","Not applied","SG","LK","live","Not applied","T","A","Exported",150
"468",2020,"II","Nepenthes fusca","Not applied","TH","LK","live","Not applied","T","A","Exported",50
"469",2020,"II","Nepenthes fusca","Not applied","US","LK","live","Not applied","T","A","Exported",570
"470",2020,"II","Nepenthes glabrata","Not applied","GB","LK","live","Not applied","T","A","Exported",1000
"471",2020,"II","Nepenthes gracilis","Not applied","GB","LK","live","Not applied","T","A","Exported",1000
"472",2020,"II","Nepenthes gymnamphora","Not applied","CA","LK","live","Not applied","T","A","Exported",50
"473",2020,"II","Nepenthes gymnamphora","Not applied","GB","LK","live","Not applied","T","A","Exported",3000
"474",2020,"II","Nepenthes gymnamphora","Not applied","HK","LK","live","Not applied","T","A","Exported",410
"475",2020,"II","Nepenthes gymnamphora","Not applied","JP","LK","live","Not applied","T","A","Exported",50
"476",2020,"II","Nepenthes gymnamphora","Not applied","SG","LK","live","Not applied","T","A","Exported",50
"477",2020,"II","Nepenthes gymnamphora","Not applied","TW","LK","live","Not applied","T","A","Exported",50
"478",2020,"II","Nepenthes gymnamphora","Not applied","US","LK","live","Not applied","T","A","Exported",190
"479",2020,"II","Nepenthes hamata","Not applied","CA","LK","live","Not applied","T","A","Exported",190
"480",2020,"II","Nepenthes hamata","Not applied","GB","LK","live","Not applied","T","A","Exported",3000
"481",2020,"II","Nepenthes hamata","Not applied","HK","LK","live","Not applied","T","A","Exported",270
"482",2020,"II","Nepenthes hamata","Not applied","JP","LK","live","Not applied","T","A","Exported",740
"483",2020,"II","Nepenthes hamata","Not applied","KR","LK","live","Not applied","T","A","Exported",50
"484",2020,"II","Nepenthes hamata","Not applied","SG","LK","live","Not applied","T","A","Exported",100
"485",2020,"II","Nepenthes hamata","Not applied","TH","LK","live","Not applied","T","A","Exported",50
"486",2020,"II","Nepenthes hamata","Not applied","US","LK","live","Not applied","T","A","Exported",1310
"487",2020,"II","Nepenthes harryana","Not applied","GB","LK","live","Not applied","T","A","Exported",1000
"488",2020,"II","Nepenthes hirsuta","Not applied","GB","LK","live","Not applied","T","A","Exported",1000
"489",2020,"II","Nepenthes hybrid","Not applied","CA","LK","live","Not applied","T","A","Exported",6670
"490",2020,"II","Nepenthes hybrid","Not applied","GB","LK","live","Not applied","T","A","Exported",194000
"491",2020,"II","Nepenthes hybrid","Not applied","HK","LK","live","Not applied","T","A","Exported",36590
"492",2020,"II","Nepenthes hybrid","Not applied","JP","LK","live","Not applied","T","A","Exported",12320
"493",2020,"II","Nepenthes hybrid","Not applied","JP","LK","live","Not applied","T","D","Exported",50
"494",2020,"II","Nepenthes hybrid","Not applied","KR","LK","live","Not applied","T","A","Exported",690
"495",2020,"II","Nepenthes hybrid","Not applied","MY","LK","live","Not applied","T","A","Exported",730
"496",2020,"II","Nepenthes hybrid","Not applied","SG","LK","live","Not applied","T","A","Exported",4660
"497",2020,"II","Nepenthes hybrid","Not applied","TH","LK","live","Not applied","T","A","Exported",4060
"498",2020,"II","Nepenthes hybrid","Not applied","TW","LK","live","Not applied","T","A","Exported",750
"499",2020,"II","Nepenthes hybrid","Not applied","US","LK","live","Not applied","T","A","Exported",47350
"500",2020,"II","Nepenthes insignis","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"501",2020,"II","Nepenthes jacquelineae","Not applied","CA","LK","live","Not applied","T","A","Exported",170
"502",2020,"II","Nepenthes jacquelineae","Not applied","GB","LK","live","Not applied","T","A","Exported",3000
"503",2020,"II","Nepenthes jacquelineae","Not applied","HK","LK","live","Not applied","T","A","Exported",1050
"504",2020,"II","Nepenthes jacquelineae","Not applied","JP","LK","live","Not applied","T","A","Exported",510
"505",2020,"II","Nepenthes jacquelineae","Not applied","KR","LK","live","Not applied","T","A","Exported",70
"506",2020,"II","Nepenthes jacquelineae","Not applied","SG","LK","live","Not applied","T","A","Exported",100
"507",2020,"II","Nepenthes jacquelineae","Not applied","TH","LK","live","Not applied","T","A","Exported",70
"508",2020,"II","Nepenthes jacquelineae","Not applied","TW","LK","live","Not applied","T","A","Exported",50
"509",2020,"II","Nepenthes jacquelineae","Not applied","US","LK","live","Not applied","T","A","Exported",1050
"510",2020,"II","Nepenthes jamban","Not applied","GB","LK","live","Not applied","T","A","Exported",3000
"511",2020,"II","Nepenthes jamban","Not applied","HK","LK","live","Not applied","T","A","Exported",780
"512",2020,"II","Nepenthes jamban","Not applied","JP","LK","live","Not applied","T","A","Exported",400
"513",2020,"II","Nepenthes jamban","Not applied","SG","LK","live","Not applied","T","A","Exported",70
"514",2020,"II","Nepenthes jamban","Not applied","TH","LK","live","Not applied","T","A","Exported",70
"515",2020,"II","Nepenthes jamban","Not applied","US","LK","live","Not applied","T","A","Exported",480
"516",2020,"II","Nepenthes klossii","Not applied","CA","LK","live","Not applied","T","A","Exported",120
"517",2020,"II","Nepenthes klossii","Not applied","GB","LK","live","Not applied","T","A","Exported",3000
"518",2020,"II","Nepenthes klossii","Not applied","HK","LK","live","Not applied","T","A","Exported",600
"519",2020,"II","Nepenthes klossii","Not applied","JP","LK","live","Not applied","T","A","Exported",390
"520",2020,"II","Nepenthes klossii","Not applied","SG","LK","live","Not applied","T","A","Exported",100
"521",2020,"II","Nepenthes klossii","Not applied","TH","LK","live","Not applied","T","A","Exported",50
"522",2020,"II","Nepenthes klossii","Not applied","US","LK","live","Not applied","T","A","Exported",510
"523",2020,"II","Nepenthes lamii","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"524",2020,"II","Nepenthes lamii","Not applied","HK","LK","live","Not applied","T","A","Exported",50
"525",2020,"II","Nepenthes lamii","Not applied","US","LK","live","Not applied","T","A","Exported",50
"526",2020,"II","Nepenthes longifolia","Not applied","CA","LK","live","Not applied","T","A","Exported",70
"527",2020,"II","Nepenthes longifolia","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"528",2020,"II","Nepenthes longifolia","Not applied","HK","LK","live","Not applied","T","A","Exported",350
"529",2020,"II","Nepenthes longifolia","Not applied","JP","LK","live","Not applied","T","A","Exported",170
"530",2020,"II","Nepenthes longifolia","Not applied","KR","LK","live","Not applied","T","A","Exported",50
"531",2020,"II","Nepenthes longifolia","Not applied","SG","LK","live","Not applied","T","A","Exported",50
"532",2020,"II","Nepenthes longifolia","Not applied","US","LK","live","Not applied","T","A","Exported",430
"533",2020,"II","Nepenthes lowii","Not applied","CA","LK","live","Not applied","T","A","Exported",50
"534",2020,"II","Nepenthes lowii","Not applied","GB","LK","live","Not applied","T","A","Exported",3000
"535",2020,"II","Nepenthes lowii","Not applied","HK","LK","live","Not applied","T","A","Exported",190
"536",2020,"II","Nepenthes lowii","Not applied","JP","LK","live","Not applied","T","A","Exported",190
"537",2020,"II","Nepenthes lowii","Not applied","KR","LK","live","Not applied","T","A","Exported",50
"538",2020,"II","Nepenthes lowii","Not applied","US","LK","live","Not applied","T","A","Exported",430
"539",2020,"II","Nepenthes madagascariensis","Not applied","CA","LK","live","Not applied","T","A","Exported",120
"540",2020,"II","Nepenthes madagascariensis","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"541",2020,"II","Nepenthes madagascariensis","Not applied","HK","LK","live","Not applied","T","A","Exported",70
"542",2020,"II","Nepenthes madagascariensis","Not applied","JP","LK","live","Not applied","T","A","Exported",250
"543",2020,"II","Nepenthes madagascariensis","Not applied","TH","LK","live","Not applied","T","A","Exported",70
"544",2020,"II","Nepenthes madagascariensis","Not applied","US","LK","live","Not applied","T","A","Exported",430
"545",2020,"II","Nepenthes maxima","Not applied","CA","LK","live","Not applied","T","A","Exported",120
"546",2020,"II","Nepenthes maxima","Not applied","GB","LK","live","Not applied","T","A","Exported",3000
"547",2020,"II","Nepenthes maxima","Not applied","HK","LK","live","Not applied","T","A","Exported",270
"548",2020,"II","Nepenthes maxima","Not applied","JP","LK","live","Not applied","T","A","Exported",120
"549",2020,"II","Nepenthes maxima","Not applied","TH","LK","live","Not applied","T","A","Exported",50
"550",2020,"II","Nepenthes maxima","Not applied","US","LK","live","Not applied","T","A","Exported",960
"551",2020,"II","Nepenthes merrilliana","Not applied","CA","LK","live","Not applied","T","A","Exported",50
"552",2020,"II","Nepenthes merrilliana","Not applied","GB","LK","live","Not applied","T","A","Exported",1000
"553",2020,"II","Nepenthes merrilliana","Not applied","HK","LK","live","Not applied","T","A","Exported",400
"554",2020,"II","Nepenthes merrilliana","Not applied","JP","LK","live","Not applied","T","A","Exported",120
"555",2020,"II","Nepenthes merrilliana","Not applied","KR","LK","live","Not applied","T","A","Exported",70
"556",2020,"II","Nepenthes merrilliana","Not applied","US","LK","live","Not applied","T","A","Exported",610
"557",2020,"II","Nepenthes mira","Not applied","CA","LK","live","Not applied","T","A","Exported",120
"558",2020,"II","Nepenthes mira","Not applied","GB","LK","live","Not applied","T","A","Exported",1000
"559",2020,"II","Nepenthes mira","Not applied","HK","LK","live","Not applied","T","A","Exported",240
"560",2020,"II","Nepenthes mira","Not applied","JP","LK","live","Not applied","T","A","Exported",300
"561",2020,"II","Nepenthes mira","Not applied","TH","LK","live","Not applied","T","A","Exported",50
"562",2020,"II","Nepenthes mira","Not applied","US","LK","live","Not applied","T","A","Exported",260
"563",2020,"II","Nepenthes mirabilis","Not applied","CA","LK","live","Not applied","T","A","Exported",220
"564",2020,"II","Nepenthes mirabilis","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"565",2020,"II","Nepenthes mirabilis","Not applied","HK","LK","live","Not applied","T","A","Exported",140
"566",2020,"II","Nepenthes mirabilis","Not applied","JP","LK","live","Not applied","T","A","Exported",70
"567",2020,"II","Nepenthes mirabilis","Not applied","KR","LK","live","Not applied","T","A","Exported",70
"568",2020,"II","Nepenthes mirabilis","Not applied","US","LK","live","Not applied","T","A","Exported",370
"569",2020,"II","Nepenthes northiana","Not applied","CA","LK","live","Not applied","T","A","Exported",170
"570",2020,"II","Nepenthes northiana","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"571",2020,"II","Nepenthes northiana","Not applied","HK","LK","live","Not applied","T","A","Exported",410
"572",2020,"II","Nepenthes northiana","Not applied","JP","LK","live","Not applied","T","A","Exported",290
"573",2020,"II","Nepenthes northiana","Not applied","SG","LK","live","Not applied","T","A","Exported",150
"574",2020,"II","Nepenthes northiana","Not applied","TW","LK","live","Not applied","T","A","Exported",50
"575",2020,"II","Nepenthes northiana","Not applied","US","LK","live","Not applied","T","A","Exported",780
"576",2020,"II","Nepenthes ovata","Not applied","GB","LK","live","Not applied","T","A","Exported",1000
"577",2020,"II","Nepenthes ovata","Not applied","HK","LK","live","Not applied","T","A","Exported",200
"578",2020,"II","Nepenthes ovata","Not applied","US","LK","live","Not applied","T","A","Exported",70
"579",2020,"II","Nepenthes pervillei","Not applied","CA","LK","live","Not applied","T","A","Exported",50
"580",2020,"II","Nepenthes pervillei","Not applied","GB","LK","live","Not applied","T","A","Exported",3000
"581",2020,"II","Nepenthes pervillei","Not applied","HK","LK","live","Not applied","T","A","Exported",380
"582",2020,"II","Nepenthes pervillei","Not applied","MY","LK","live","Not applied","T","A","Exported",70
"583",2020,"II","Nepenthes pervillei","Not applied","SG","LK","live","Not applied","T","A","Exported",120
"584",2020,"II","Nepenthes pervillei","Not applied","TH","LK","live","Not applied","T","A","Exported",100
"585",2020,"II","Nepenthes pervillei","Not applied","US","LK","live","Not applied","T","A","Exported",360
"586",2020,"II","Nepenthes petiolata","Not applied","GB","LK","live","Not applied","T","A","Exported",3000
"587",2020,"II","Nepenthes petiolata","Not applied","HK","LK","live","Not applied","T","A","Exported",430
"588",2020,"II","Nepenthes petiolata","Not applied","JP","LK","live","Not applied","T","A","Exported",120
"589",2020,"II","Nepenthes petiolata","Not applied","SG","LK","live","Not applied","T","A","Exported",50
"590",2020,"II","Nepenthes petiolata","Not applied","TH","LK","live","Not applied","T","A","Exported",50
"591",2020,"II","Nepenthes petiolata","Not applied","US","LK","live","Not applied","T","A","Exported",360
"592",2020,"II","Nepenthes pyriformis","Not applied","GB","LK","live","Not applied","T","A","Exported",1000
"593",2020,"II","Nepenthes rafflesiana","Not applied","CA","LK","live","Not applied","T","A","Exported",170
"594",2020,"II","Nepenthes rafflesiana","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"595",2020,"II","Nepenthes rafflesiana","Not applied","JP","LK","live","Not applied","T","A","Exported",140
"596",2020,"II","Nepenthes rafflesiana","Not applied","KR","LK","live","Not applied","T","A","Exported",70
"597",2020,"II","Nepenthes rafflesiana","Not applied","US","LK","live","Not applied","T","A","Exported",460
"598",2020,"II","Nepenthes reinwardtiana","Not applied","CA","LK","live","Not applied","T","A","Exported",120
"599",2020,"II","Nepenthes reinwardtiana","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"600",2020,"II","Nepenthes reinwardtiana","Not applied","HK","LK","live","Not applied","T","A","Exported",150
"601",2020,"II","Nepenthes reinwardtiana","Not applied","TH","LK","live","Not applied","T","A","Exported",50
"602",2020,"II","Nepenthes reinwardtiana","Not applied","US","LK","live","Not applied","T","A","Exported",290
"603",2020,"II","Nepenthes sibuyanensis","Not applied","CA","LK","live","Not applied","T","A","Exported",70
"604",2020,"II","Nepenthes sibuyanensis","Not applied","GB","LK","live","Not applied","T","A","Exported",3000
"605",2020,"II","Nepenthes sibuyanensis","Not applied","HK","LK","live","Not applied","T","A","Exported",680
"606",2020,"II","Nepenthes sibuyanensis","Not applied","JP","LK","live","Not applied","T","A","Exported",200
"607",2020,"II","Nepenthes sibuyanensis","Not applied","TH","LK","live","Not applied","T","A","Exported",70
"608",2020,"II","Nepenthes sibuyanensis","Not applied","TW","LK","live","Not applied","T","A","Exported",50
"609",2020,"II","Nepenthes sibuyanensis","Not applied","US","LK","live","Not applied","T","A","Exported",480
"610",2020,"II","Nepenthes singalana","Not applied","CA","LK","live","Not applied","T","A","Exported",170
"611",2020,"II","Nepenthes singalana","Not applied","GB","LK","live","Not applied","T","A","Exported",3000
"612",2020,"II","Nepenthes singalana","Not applied","HK","LK","live","Not applied","T","A","Exported",440
"613",2020,"II","Nepenthes singalana","Not applied","JP","LK","live","Not applied","T","A","Exported",50
"614",2020,"II","Nepenthes singalana","Not applied","MY","LK","live","Not applied","T","A","Exported",50
"615",2020,"II","Nepenthes singalana","Not applied","NZ","LK","live","Not applied","T","A","Exported",3000
"616",2020,"II","Nepenthes singalana","Not applied","TH","LK","live","Not applied","T","A","Exported",50
"617",2020,"II","Nepenthes singalana","Not applied","US","LK","live","Not applied","T","A","Exported",430
"618",2020,"II","Nepenthes spathulata","Not applied","CA","LK","live","Not applied","T","A","Exported",50
"619",2020,"II","Nepenthes spathulata","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"620",2020,"II","Nepenthes spathulata","Not applied","HK","LK","live","Not applied","T","A","Exported",170
"621",2020,"II","Nepenthes spathulata","Not applied","JP","LK","live","Not applied","T","A","Exported",50
"622",2020,"II","Nepenthes spathulata","Not applied","NZ","LK","live","Not applied","T","A","Exported",3000
"623",2020,"II","Nepenthes spathulata","Not applied","US","LK","live","Not applied","T","A","Exported",280
"624",2020,"II","Nepenthes spectabilis","Not applied","CA","LK","live","Not applied","T","A","Exported",290
"625",2020,"II","Nepenthes spectabilis","Not applied","GB","LK","live","Not applied","T","A","Exported",3000
"626",2020,"II","Nepenthes spectabilis","Not applied","HK","LK","live","Not applied","T","A","Exported",660
"627",2020,"II","Nepenthes spectabilis","Not applied","JP","LK","live","Not applied","T","A","Exported",170
"628",2020,"II","Nepenthes spectabilis","Not applied","SG","LK","live","Not applied","T","A","Exported",100
"629",2020,"II","Nepenthes spectabilis","Not applied","TH","LK","live","Not applied","T","A","Exported",70
"630",2020,"II","Nepenthes spectabilis","Not applied","US","LK","live","Not applied","T","A","Exported",1160
"631",2020,"II","Nepenthes stenophylla","Not applied","CA","LK","live","Not applied","T","A","Exported",50
"632",2020,"II","Nepenthes stenophylla","Not applied","GB","LK","live","Not applied","T","A","Exported",3000
"633",2020,"II","Nepenthes stenophylla","Not applied","HK","LK","live","Not applied","T","A","Exported",200
"634",2020,"II","Nepenthes stenophylla","Not applied","KR","LK","live","Not applied","T","A","Exported",70
"635",2020,"II","Nepenthes talangensis","Not applied","GB","LK","live","Not applied","T","A","Exported",1000
"636",2020,"II","Nepenthes talangensis","Not applied","HK","LK","live","Not applied","T","A","Exported",270
"637",2020,"II","Nepenthes talangensis","Not applied","JP","LK","live","Not applied","T","A","Exported",50
"638",2020,"II","Nepenthes tentaculata","Not applied","GB","LK","live","Not applied","T","A","Exported",3000
"639",2020,"II","Nepenthes tentaculata","Not applied","HK","LK","live","Not applied","T","A","Exported",480
"640",2020,"II","Nepenthes tentaculata","Not applied","JP","LK","live","Not applied","T","A","Exported",120
"641",2020,"II","Nepenthes tentaculata","Not applied","SG","LK","live","Not applied","T","A","Exported",50
"642",2020,"II","Nepenthes tentaculata","Not applied","US","LK","live","Not applied","T","A","Exported",260
"643",2020,"II","Nepenthes tomoriana","Not applied","CA","LK","live","Not applied","T","A","Exported",120
"644",2020,"II","Nepenthes tomoriana","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"645",2020,"II","Nepenthes tomoriana","Not applied","HK","LK","live","Not applied","T","A","Exported",50
"646",2020,"II","Nepenthes tomoriana","Not applied","JP","LK","live","Not applied","T","A","Exported",70
"647",2020,"II","Nepenthes tomoriana","Not applied","KR","LK","live","Not applied","T","A","Exported",50
"648",2020,"II","Nepenthes tomoriana","Not applied","US","LK","live","Not applied","T","A","Exported",170
"649",2020,"II","Nepenthes treubiana","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"650",2020,"II","Nepenthes truncata","Not applied","CA","LK","live","Not applied","T","A","Exported",50
"651",2020,"II","Nepenthes truncata","Not applied","GB","LK","live","Not applied","T","A","Exported",3000
"652",2020,"II","Nepenthes truncata","Not applied","HK","LK","live","Not applied","T","A","Exported",190
"653",2020,"II","Nepenthes truncata","Not applied","JP","LK","live","Not applied","T","A","Exported",100
"654",2020,"II","Nepenthes truncata","Not applied","US","LK","live","Not applied","T","A","Exported",580
"655",2020,"II","Nepenthes veitchii","Not applied","CA","LK","live","Not applied","T","A","Exported",50
"656",2020,"II","Nepenthes veitchii","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"657",2020,"II","Nepenthes veitchii","Not applied","HK","LK","live","Not applied","T","A","Exported",670
"658",2020,"II","Nepenthes veitchii","Not applied","JP","LK","live","Not applied","T","A","Exported",310
"659",2020,"II","Nepenthes veitchii","Not applied","KR","LK","live","Not applied","T","A","Exported",50
"660",2020,"II","Nepenthes veitchii","Not applied","SG","LK","live","Not applied","T","A","Exported",70
"661",2020,"II","Nepenthes veitchii","Not applied","TW","LK","live","Not applied","T","A","Exported",50
"662",2020,"II","Nepenthes veitchii","Not applied","US","LK","live","Not applied","T","A","Exported",950
"663",2020,"II","Nepenthes ventricosa","Not applied","CA","LK","live","Not applied","T","A","Exported",290
"664",2020,"II","Nepenthes ventricosa","Not applied","GB","LK","live","Not applied","T","A","Exported",2000
"665",2020,"II","Nepenthes ventricosa","Not applied","HK","LK","live","Not applied","T","A","Exported",220
"666",2020,"II","Nepenthes ventricosa","Not applied","JP","LK","live","Not applied","T","A","Exported",200
"667",2020,"II","Nepenthes ventricosa","Not applied","NZ","LK","live","Not applied","T","A","Exported",3000
"668",2020,"II","Nepenthes ventricosa","Not applied","TH","LK","live","Not applied","T","A","Exported",50
"669",2020,"II","Nepenthes ventricosa","Not applied","US","LK","live","Not applied","T","A","Exported",410
"670",2020,"II","Nepenthes vieillardii","Not applied","GB","LK","live","Not applied","T","A","Exported",1000
"671",2020,"II","Nepenthes villosa","Not applied","CA","LK","live","Not applied","T","A","Exported",50
